183
0 0 150 0 0 -50.5084 0 0 -1 -0 0 -0 325
0 0 -175 0 0 -50.5084 0 0 -1 -0 -0 -0 325
0 0 150 0 0 -50.5084 0 0 -1 -0 0 -0 650
0 0 91.3563 0.000101589 0.0308876 -50.5084 2.01132e-06 0.000611534 -1 2.23051e-05 0.00677184 4.14126e-06 28.7182
0.000118464 0.0359913 62.6381 0.000208349 0.0633001 -50.5084 4.12504e-06 0.00125326 -0.999999 -0 -0 -0 28.7182
0 0 91.3563 0.000101589 0.0308876 -50.5084 2.01132e-06 0.000611534 -1 2.23051e-05 0.00677184 4.14126e-06 57.4364
0.000577405 0.402632 33.9219 0.000653859 0.870158 -50.5009 1.29456e-05 0.017228 -0.999852 -5.80489e-06 0.0287144 0.000494765 31.9255
0.00097117 1.04921 2.00324 0.000622972 1.02294 -50.4983 1.2334e-05 0.0202529 -0.999795 0 -0 -0 31.9255
0.000577405 0.402632 33.9219 0.000653859 0.870158 -50.5009 1.29456e-05 0.017228 -0.999852 -5.80489e-06 0.0287144 0.000494765 63.851
0.000577405 0.402632 33.9219 0.000653859 0.870158 -50.5009 1.29456e-05 0.017228 -0.999852 -5.80489e-06 0.0287144 0.000494765 21.7863
0.000850347 0.822936 12.1397 0.000632781 0.974421 -50.4991 1.25282e-05 0.0192922 -0.999814 0 -0 -0 21.7863
0.000577405 0.402632 33.9219 0.000653859 0.870158 -50.5009 1.29456e-05 0.017228 -0.999852 -5.80489e-06 0.0287144 0.000494765 43.5726
0.000577405 0.402632 33.9219 0.000653859 0.870158 -50.5009 1.29456e-05 0.017228 -0.999852 -5.80489e-06 0.0287144 0.000494765 16.3575
0.000784036 0.709791 17.5673 0.000638033 0.948441 -50.4996 1.26322e-05 0.0187779 -0.999824 0 -0 -0 16.3575
0.000577405 0.402632 33.9219 0.000653859 0.870158 -50.5009 1.29456e-05 0.017228 -0.999852 -5.80489e-06 0.0287144 0.000494765 32.7151
0.000577405 0.402632 33.9219 0.000653859 0.870158 -50.5009 1.29456e-05 0.017228 -0.999852 -5.80489e-06 0.0287144 0.000494765 13.1938
0.000744871 0.646427 20.7304 0.000641094 0.9333 -50.4998 1.26928e-05 0.0184781 -0.999829 0 -0 -0 13.1938
0.000577405 0.402632 33.9219 0.000653859 0.870158 -50.5009 1.29456e-05 0.017228 -0.999852 -5.80489e-06 0.0287144 0.000494765 26.3875
0.000577405 0.402632 33.9219 0.000653859 0.870158 -50.5009 1.29456e-05 0.017228 -0.999852 -5.80489e-06 0.0287144 0.000494765 11.2294
0.00072036 0.60804 22.6944 0.000642995 0.923899 -50.5 1.27304e-05 0.018292 -0.999833 0 -0 -0 11.2294
0.000577405 0.402632 33.9219 0.000653859 0.870158 -50.5009 1.29456e-05 0.017228 -0.999852 -5.80489e-06 0.0287144 0.000494765 22.4588
0.000577405 0.402632 33.9219 0.000653859 0.870158 -50.5009 1.29456e-05 0.017228 -0.999852 -5.80489e-06 0.0287144 0.000494765 9.95056
0.000704324 0.583442 23.973 0.000644232 0.917779 -50.5001 1.27549e-05 0.0181708 -0.999835 0 -0 -0 9.95056
0.000577405 0.402632 33.9219 0.000653859 0.870158 -50.5009 1.29456e-05 0.017228 -0.999852 -5.80489e-06 0.0287144 0.000494765 19.9011
0.000809029 0.937282 12.1022 0.000359036 1.68608 -50.4803 7.10843e-06 0.0333821 -0.999443 -2.25439e-05 0.0600635 0.00200617 10.8822
0.000877575 1.32402 1.22692 0.000318148 1.79502 -50.4767 6.29889e-06 0.0355389 -0.999368 0 -0 -0 10.8822
0.000809029 0.937282 12.1022 0.000359036 1.68608 -50.4803 7.10843e-06 0.0333821 -0.999443 -2.25439e-05 0.0600635 0.00200617 21.7644
0.000809029 0.937282 12.1022 0.000359036 1.68608 -50.4803 7.10843e-06 0.0333821 -0.999443 -2.25439e-05 0.0600635 0.00200617 8.08064
0.000861612 1.21997 4.02653 0.000328674 1.76697 -50.4776 6.50731e-06 0.0349836 -0.999388 0 -0 -0 8.08064
0.000809029 0.937282 12.1022 0.000359036 1.68608 -50.4803 7.10843e-06 0.0333821 -0.999443 -2.25439e-05 0.0600635 0.00200617 16.1613
0.000809029 0.937282 12.1022 0.000359036 1.68608 -50.4803 7.10843e-06 0.0333821 -0.999443 -2.25439e-05 0.0600635 0.00200617 6.46387
0.000851869 1.16134 5.64223 0.000334749 1.75079 -50.4781 6.62758e-06 0.0346632 -0.999399 0 -0 -0 6.46387
0.000809029 0.937282 12.1022 0.000359036 1.68608 -50.4803 7.10843e-06 0.0333821 -0.999443 -2.25439e-05 0.0600635 0.00200617 12.9277
0.000809029 0.937282 12.1022 0.000359036 1.68608 -50.4803 7.10843e-06 0.0333821 -0.999443 -2.25439e-05 0.0600635 0.00200617 5.46736
0.00084567 1.12572 6.6381 0.000338493 1.74081 -50.4785 6.70171e-06 0.0344657 -0.999406 0 -0 -0 5.46736
0.000809029 0.937282 12.1022 0.000359036 1.68608 -50.4803 7.10843e-06 0.0333821 -0.999443 -2.25439e-05 0.0600635 0.00200617 10.9347
0.000809029 0.937282 12.1022 0.000359036 1.68608 -50.4803 7.10843e-06 0.0333821 -0.999443 -2.25439e-05 0.0600635 0.00200617 4.82216
0.000841577 1.10286 7.28289 0.000340918 1.73435 -50.4787 6.74971e-06 0.0343379 -0.99941 0 -0 -0 4.82216
0.000809029 0.937282 12.1022 0.000359036 1.68608 -50.4803 7.10843e-06 0.0333821 -0.999443 -2.25439e-05 0.0600635 0.00200617 9.64431
0.000838876 2.12737 -9.62728 -0.000223348 4.25298 -50.3291 -4.42199e-06 0.0842033 -0.996449 -2.22688e-05 0.174375 0.0147353 21.7036
0.000708336 4.2253 -31.2258 -0.0003039 4.88374 -50.2758 -6.01634e-06 0.0966839 -0.995315 -0 -0 -0 21.7036
0.000838876 2.12737 -9.62728 -0.000223348 4.25298 -50.3291 -4.42199e-06 0.0842033 -0.996449 -2.22688e-05 0.174375 0.0147353 43.4072
0.000838876 2.12737 -9.62728 -0.000223348 4.25298 -50.3291 -4.42199e-06 0.0842033 -0.996449 -2.22688e-05 0.174375 0.0147353 10.3816
0.000785053 3.06349 -19.9662 -0.000261879 4.55469 -50.3036 -5.18476e-06 0.0901752 -0.995926 0 -0 -0 10.3816
0.000838876 2.12737 -9.62728 -0.000223348 4.25298 -50.3291 -4.42199e-06 0.0842033 -0.996449 -2.22688e-05 0.174375 0.0147353 20.7631
0.000838876 2.12737 -9.62728 -0.000223348 4.25298 -50.3291 -4.42199e-06 0.0842033 -0.996449 -2.22688e-05 0.174375 0.0147353 5.97119
0.000809852 2.65067 -15.5754 -0.00024551 4.42652 -50.3144 -4.86074e-06 0.0876386 -0.996152 0 -0 -0 5.97119
0.000838876 2.12737 -9.62728 -0.000223348 4.25298 -50.3291 -4.42199e-06 0.0842033 -0.996449 -2.22688e-05 0.174375 0.0147353 11.9424
0.000838876 2.12737 -9.62728 -0.000223348 4.25298 -50.3291 -4.42199e-06 0.0842033 -0.996449 -2.22688e-05 0.174375 0.0147353 3.94376
0.000820294 2.46839 -13.5562 -0.000237985 4.3676 -50.3194 -4.71177e-06 0.0864723 -0.996254 0 -0 -0 3.94376
