50000
25.4537 357.363 -1125.71
7.93274 75.0615 -340.816
16.6151 75.9918 -352.756
117.88 233.697 -1228.74
9.06214 156.831 -456.251
1.11308 250.766 -779.454
7.96053 60.7926 -316.515
-22.3556 237.872 -501.455
15.2787 306.532 -981.365
4.35438 100.576 -397.804
59.5122 646.629 -2196.58
14.6269 168.11 -680.304
11.1094 275.126 -722.869
27.6944 317.222 -1145.94
37.8301 350.02 -856.051
21.4043 207.706 -578.61
5.42235 239.764 -606.687
17.3128 295.396 -890.45
43.614 -1.76499 -712.165
43.5609 325.381 -847.828
68.3374 63.042 -835.25
-5.8133 112.968 -418.861
12.0523 260.724 -531.016
18.9373 209.243 -546.614
-80.3867 588.382 -1284.79
9.33576 172.708 -608.51
21.0349 326.147 -1016.08
39.1888 54.7376 -1034.19
-9.34271 252.868 -542.761
33.0135 391.031 -1072.44
39.1592 472.711 -1217.42
36.1121 502.686 -1497.92
-3.50741 27.9994 -137.801
18.6541 410.119 -1327.37
12.3947 283.735 -714.366
11.6545 245.747 -899.227
120.28 144.32 -1381.39
0.738507 106.411 -248.833
53.6596 537.789 -1151.9
16.3829 472.177 -1014.46
-89.0578 392.916 -972.219
16.7333 219.442 -544.862
20.063 557.621 -1367.78
26.2273 360.341 -1248.85
50.2102 346.798 -1200.55
-142.041 1016.44 -2574.67
-15.063 65.7235 -262.017
-2.2481 95.6131 -349.502
24.9217 130.193 -671.995
-74.349 437.973 -1129.86
94.8311 407.725 -2036.78
17.9053 151.266 -435.756
33.7344 498.819 -1562.88
-2.47895 107.034 -200.966
19.0472 313.038 -926.537
-23.0366 553.138 -1434.64
3.60367 42.8341 -184.304
30.9484 277.47 -773.296
5.2867 143.633 -467.156
33.982 542.495 -1566.86
45.2063 543.65 -1674.46
12.5492 205.349 -677.906
68.4132 175.906 -1153.59
15.7557 649.94 -1546.62
18.1972 252.157 -672.82
7.37887 174.71 -501.278
6.29757 42.9828 -206.841
3.3085 100.024 -348.09
90.9694 1450.4 -4528.91
36.7591 512.8 -1169.79
-0.411573 212.429 -625.814
55.1178 442.297 -1070.81
7.25286 30.8061 -205.631
33.2369 418.502 -1153.84
-5.60008 333.751 -916.755
90.9386 19.6918 -772.822
15.9337 94.9018 -349.697
13.1682 400.54 -1110.96
2.1386 50.618 -286.824
1.85746 86.7003 -335.366
53.5305 303.693 -826.698
20.2191 238.5 -706.643
52.3286 634.591 -1934.33
17.3598 221.029 -527.108
95.2754 27.5256 -752.288
7.87089 82.6101 -410.704
16.3243 227.437 -533.341
8.43807 121.706 -299.51
21.6951 660.886 -1860.42
19.6158 399.8 -1225.69
35.8062 -90.2373 -417.78
9.26088 111.322 -326.245
-102.341 409.741 -986.355
86.623 281.371 -1325.93
32.8407 285.146 -867.867
6.56503 67.0259 -347.797
-0.531298 20.2667 -86.1322
-9.69405 124.901 -447.834
-100.553 229.356 -679.945
19.7915 398.459 -1155.49
-102.796 164.639 -288.246
75.2793 778.13 -2299.63
-5.65843 53.1325 -207.209
4.97321 52.6024 -231.892
-12.3388 210.978 -591.04
-185.797 860.597 -2317.56
4.10899 107.089 -439.719
105.439 111.156 -985.501
9.12868 254.609 -1291.1
4.96973 66.9758 -268.209
46.6173 556.989 -2186.42
111.691 23.2824 -971.327
-3.43164 12.4191 -40.4649
4.89828 162.391 -493.771
19.2522 92.7809 -412.859
5.70109 185.525 -494.74
-2.83533 170.233 -524.482
14.5822 272.933 -844.68
-4.18334 216.961 -490.521
3.86656 175.912 -414.305
19.3402 303.569 -753.76
3.71555 39.5551 -240.721
8.8989 162.895 -416.911
1.74612 414.04 -1160.21
21.6655 432.486 -1103.35
0.0746186 319.347 -898.59
25.6747 329.106 -902.399
26.3163 233.455 -755.067
0.915402 36.1236 -130.316
106.236 467.72 -1934.31
3.48754 96.0034 -384.671
11.4428 117.355 -394.414
20.9429 181.771 -531.704
11.9864 188.151 -483.616
70.5747 541.065 -1536.85
10.8591 188.338 -519.101
-3.33775 64.1417 -175.92
16.3916 146.838 -473.5
49.2511 62.0402 -1023.43
-73.4767 783.583 -2074.14
20.686 335.765 -1082
-4.69995 199.662 -411.659
21.1978 215.03 -699.355
32.3946 691.663 -2116.44
27.101 445.892 -1394.55
19.8884 334.002 -789.084
11.1454 83.4541 -292.086
18.2877 138.009 -464.057
38.6856 578.868 -1335.54
12.6966 127.804 -385.802
24.9487 349.653 -872.445
51.5268 16.6548 -728.022
29.0343 293.346 -1055.34
-11.8753 102.003 -301.866
4.55282 210.156 -924.259
10.6952 248.039 -665.033
22.4506 477.284 -1155.46
1.45515 261.06 -761.899
51.4055 641.17 -1914.98
-64.0659 846.676 -2136.11
14.6976 251.344 -573.643
-7.3175 83.0964 -293.668
41.8212 521.861 -1438.02
14.5931 185.296 -765.906
15.9479 337.579 -795.219
19.9282 253.274 -806.887
34.3765 446.664 -1647.17
130.08 681.708 -2535.64
18.8968 104.826 -305.11
34.7601 735.932 -2120.14
151.25 -48.7341 -1483.81
7.79188 247.138 -710.418
42.4312 320.091 -1155.32
94.9819 40.3014 -878.859
41.7271 659.984 -1994.33
14.6952 130.05 -533.303
-65.0567 344.269 -1058.51
7.32469 185.528 -588.032
40.2403 510.406 -1430.53
3.28579 83.4753 -233.036
35.386 450.302 -1215.99
28.5415 328.138 -1223.54
9.11556 237.439 -659.646
16.7394 135.288 -525.386
43.491 575.586 -1792.69
-105.102 136.392 -280.401
3.54224 110.218 -284.977
58.4304 672.854 -1756.66
70.6488 1026.06 -2964.11
5.86387 158.929 -409.335
-2.68888 79.378 -275.228
60.2228 25.8318 -765.158
-6.25026 304.591 -906.138
48.9172 224.593 -1188.94
1.22019 70.1513 -344.654
49.8671 133.368 -958.106
1.41499 183.395 -673.725
3.6557 37.6676 -200.314
-19.9284 327.936 -755.23
-9.25188 468.137 -1133.72
85.1498 463.047 -1971.57
-87.1609 430.938 -1034.08
32.1151 433.262 -1142.09
-1.67942 162.329 -597.382
9.62844 149.875 -761.57
15.7231 342.992 -989.405
16.095 304.597 -685.668
21.7582 271.221 -867.844
33 285.325 -859.9
8.55277 54.747 -282.187
6.48278 104.19 -301.328
104.332 964.738 -3260.25
30.1224 163.495 -514.931
94.9841 936.114 -2722.91
36.2078 671.214 -1840.6
-1.73473 479.583 -1171.14
34.2878 428.512 -1236.44
42.8058 -6.50539 -783.115
2.63163 18.6441 -126.732
172.875 799.966 -3266.95
33.1693 525.179 -1546.41
2.84752 125.533 -300.55
1.50274 270.409 -494.298
-5.87014 294.136 -730.542
4.17101 114.996 -426.259
9.90721 78.0578 -347.25
-3.51965 398.15 -996.181
3.4588 82.3361 -311.817
-115.111 214.638 -455.437
28.7484 646.971 -1815.06
10.4555 239.01 -553.495
36.5716 -53.4609 -546.646
